2024-06-15 21:25:10.160 CST,,,111439,,666d9636.1b34f,1,,2024-06-15 21:25:10 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster"
2024-06-15 21:25:10.160 CST,,,111439,,666d9636.1b34f,2,,2024-06-15 21:25:10 CST,,0,LOG,00000,"starting PostgreSQL 13.9 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 8.3.1 20190311 (Red Hat 8.3.1-3), 64-bit",,,,,,,,,"","postmaster"
2024-06-15 21:25:10.162 CST,,,111439,,666d9636.1b34f,3,,2024-06-15 21:25:10 CST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 21:25:10.162 CST,,,111439,,666d9636.1b34f,4,,2024-06-15 21:25:10 CST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 21:25:10.167 CST,,,111439,,666d9636.1b34f,5,,2024-06-15 21:25:10 CST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster"
2024-06-15 21:25:10.173 CST,,,111441,,666d9636.1b351,1,,2024-06-15 21:25:10 CST,,0,LOG,00000,"database system was shut down at 2024-06-15 21:25:09 CST",,,,,,,,,"","startup"
2024-06-15 21:25:10.181 CST,,,111439,,666d9636.1b34f,6,,2024-06-15 21:25:10 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster"
2024-06-15 21:25:13.335 CST,"raingage","benchmark",111493,"127.0.0.1:43558",666d9639.1b385,1,"SELECT",2024-06-15 21:25:13 CST,3/2,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'warehouses'",,,,,,,,"","client backend"
2024-06-15 21:25:13.372 CST,"raingage","benchmark",111493,"127.0.0.1:43558",666d9639.1b385,2,"SELECT",2024-06-15 21:25:13 CST,3/3,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'nURandCLast'",,,,,,,,"","client backend"
2024-06-15 21:25:13.675 CST,"raingage","benchmark",111502,"127.0.0.1:43576",666d9639.1b38e,1,"BEGIN",2024-06-15 21:25:13 CST,12/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.675 CST,"raingage","benchmark",111495,"127.0.0.1:43562",666d9639.1b387,1,"BEGIN",2024-06-15 21:25:13 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.677 CST,"raingage","benchmark",111499,"127.0.0.1:43570",666d9639.1b38b,1,"BEGIN",2024-06-15 21:25:13 CST,9/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.678 CST,"raingage","benchmark",111503,"127.0.0.1:43578",666d9639.1b38f,1,"BEGIN",2024-06-15 21:25:13 CST,13/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.679 CST,"raingage","benchmark",111501,"127.0.0.1:43574",666d9639.1b38d,1,"BEGIN",2024-06-15 21:25:13 CST,11/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.680 CST,"raingage","benchmark",111496,"127.0.0.1:43564",666d9639.1b388,1,"BEGIN",2024-06-15 21:25:13 CST,6/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.683 CST,"raingage","benchmark",111494,"127.0.0.1:43560",666d9639.1b386,1,"BEGIN",2024-06-15 21:25:13 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.684 CST,"raingage","benchmark",111504,"127.0.0.1:43580",666d9639.1b390,1,"BEGIN",2024-06-15 21:25:13 CST,14/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.684 CST,"raingage","benchmark",111498,"127.0.0.1:43568",666d9639.1b38a,1,"BEGIN",2024-06-15 21:25:13 CST,8/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.684 CST,"raingage","benchmark",111497,"127.0.0.1:43566",666d9639.1b389,1,"BEGIN",2024-06-15 21:25:13 CST,7/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.685 CST,"raingage","benchmark",111507,"127.0.0.1:43586",666d9639.1b393,1,"BEGIN",2024-06-15 21:25:13 CST,17/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.686 CST,"raingage","benchmark",111506,"127.0.0.1:43584",666d9639.1b392,1,"BEGIN",2024-06-15 21:25:13 CST,16/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 21:25:13.689 CST,"raingage","benchmark",111502,"127.0.0.1:43576",666d9639.1b38e,2,"SELECT",2024-06-15 21:25:13 CST,12/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 21:25:13.690 CST,"raingage","benchmark",111505,"127.0.0.1:43582",666d9639.1b391,1,"BEGIN",2024-06-15 21:25:13 CST,15/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
