2024-06-15 15:58:34.877 CST,,,50944,,666d49aa.c700,1,,2024-06-15 15:58:34 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster"
2024-06-15 15:58:34.877 CST,,,50944,,666d49aa.c700,2,,2024-06-15 15:58:34 CST,,0,LOG,00000,"starting PostgreSQL 13.9 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 8.3.1 20190311 (Red Hat 8.3.1-3), 64-bit",,,,,,,,,"","postmaster"
2024-06-15 15:58:34.878 CST,,,50944,,666d49aa.c700,3,,2024-06-15 15:58:34 CST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 15:58:34.878 CST,,,50944,,666d49aa.c700,4,,2024-06-15 15:58:34 CST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 15:58:34.883 CST,,,50944,,666d49aa.c700,5,,2024-06-15 15:58:34 CST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster"
2024-06-15 15:58:34.893 CST,,,50946,,666d49aa.c702,1,,2024-06-15 15:58:34 CST,,0,LOG,00000,"database system was shut down at 2024-06-15 15:58:34 CST",,,,,,,,,"","startup"
2024-06-15 15:58:34.905 CST,,,50944,,666d49aa.c700,6,,2024-06-15 15:58:34 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster"
2024-06-15 15:58:38.220 CST,"raingage","benchmark",50998,"127.0.0.1:39766",666d49ae.c736,1,"SELECT",2024-06-15 15:58:38 CST,3/2,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'warehouses'",,,,,,,,"","client backend"
2024-06-15 15:58:38.251 CST,"raingage","benchmark",50998,"127.0.0.1:39766",666d49ae.c736,2,"SELECT",2024-06-15 15:58:38 CST,3/3,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'nURandCLast'",,,,,,,,"","client backend"
2024-06-15 15:58:38.414 CST,"raingage","benchmark",50999,"127.0.0.1:39768",666d49ae.c737,1,"BEGIN",2024-06-15 15:58:38 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:58:38.414 CST,"raingage","benchmark",51000,"127.0.0.1:39770",666d49ae.c738,1,"BEGIN",2024-06-15 15:58:38 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:58:38.418 CST,"raingage","benchmark",51001,"127.0.0.1:39772",666d49ae.c739,1,"BEGIN",2024-06-15 15:58:38 CST,6/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:58:38.422 CST,"raingage","benchmark",51002,"127.0.0.1:39774",666d49ae.c73a,1,"BEGIN",2024-06-15 15:58:38 CST,7/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:58:38.434 CST,"raingage","benchmark",51000,"127.0.0.1:39770",666d49ae.c738,2,"SELECT",2024-06-15 15:58:38 CST,5/2,0,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '29'",,,,,,,,"","client backend"
2024-06-15 15:58:38.434 CST,"raingage","benchmark",50999,"127.0.0.1:39768",666d49ae.c737,2,"SELECT",2024-06-15 15:58:38 CST,4/2,0,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,"","client backend"
2024-06-15 15:58:38.434 CST,"raingage","benchmark",51001,"127.0.0.1:39772",666d49ae.c739,2,"SELECT",2024-06-15 15:58:38 CST,6/2,0,LOG,00000,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '20'",,,,,,,,"","client backend"
