2024-06-15 15:27:31.100 CST,,,33991,,666d4262.84c7,1,,2024-06-15 15:27:30 CST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster"
2024-06-15 15:27:31.100 CST,,,33991,,666d4262.84c7,2,,2024-06-15 15:27:30 CST,,0,LOG,00000,"starting PostgreSQL 13.9 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 8.3.1 20190311 (Red Hat 8.3.1-3), 64-bit",,,,,,,,,"","postmaster"
2024-06-15 15:27:31.102 CST,,,33991,,666d4262.84c7,3,,2024-06-15 15:27:30 CST,,0,LOG,00000,"listening on IPv6 address ""::1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 15:27:31.102 CST,,,33991,,666d4262.84c7,4,,2024-06-15 15:27:30 CST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster"
2024-06-15 15:27:31.106 CST,,,33991,,666d4262.84c7,5,,2024-06-15 15:27:30 CST,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster"
2024-06-15 15:27:31.116 CST,,,33993,,666d4263.84c9,1,,2024-06-15 15:27:31 CST,,0,LOG,00000,"database system was shut down at 2024-06-15 15:27:30 CST",,,,,,,,,"","startup"
2024-06-15 15:27:31.126 CST,,,33991,,666d4262.84c7,6,,2024-06-15 15:27:30 CST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster"
2024-06-15 15:27:38.445 CST,"raingage","benchmark",34045,"127.0.0.1:39630",666d426a.84fd,1,"SELECT",2024-06-15 15:27:38 CST,3/2,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'warehouses'",,,,,,,,"","client backend"
2024-06-15 15:27:38.476 CST,"raingage","benchmark",34045,"127.0.0.1:39630",666d426a.84fd,2,"SELECT",2024-06-15 15:27:38 CST,3/3,0,LOG,00000,"execute <unnamed>: SELECT cfg_value FROM bmsql_config  WHERE cfg_name = $1","parameters: $1 = 'nURandCLast'",,,,,,,,"","client backend"
2024-06-15 15:27:38.937 CST,"raingage","benchmark",34052,"127.0.0.1:39644",666d426a.8504,1,"BEGIN",2024-06-15 15:27:38 CST,10/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.939 CST,"raingage","benchmark",34055,"127.0.0.1:39650",666d426a.8507,1,"BEGIN",2024-06-15 15:27:38 CST,13/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.941 CST,"raingage","benchmark",34050,"127.0.0.1:39640",666d426a.8502,1,"BEGIN",2024-06-15 15:27:38 CST,8/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.941 CST,"raingage","benchmark",34048,"127.0.0.1:39636",666d426a.8500,1,"BEGIN",2024-06-15 15:27:38 CST,6/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.941 CST,"raingage","benchmark",34047,"127.0.0.1:39634",666d426a.84ff,1,"BEGIN",2024-06-15 15:27:38 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.941 CST,"raingage","benchmark",34062,"127.0.0.1:39664",666d426a.850e,1,"BEGIN",2024-06-15 15:27:38 CST,20/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.942 CST,"raingage","benchmark",34059,"127.0.0.1:39658",666d426a.850b,1,"BEGIN",2024-06-15 15:27:38 CST,17/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.943 CST,"raingage","benchmark",34064,"127.0.0.1:39668",666d426a.8510,1,"BEGIN",2024-06-15 15:27:38 CST,22/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.943 CST,"raingage","benchmark",34063,"127.0.0.1:39666",666d426a.850f,1,"BEGIN",2024-06-15 15:27:38 CST,21/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.943 CST,"raingage","benchmark",34054,"127.0.0.1:39648",666d426a.8506,1,"BEGIN",2024-06-15 15:27:38 CST,12/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.944 CST,"raingage","benchmark",34057,"127.0.0.1:39654",666d426a.8509,1,"BEGIN",2024-06-15 15:27:38 CST,15/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.945 CST,"raingage","benchmark",34053,"127.0.0.1:39646",666d426a.8505,1,"BEGIN",2024-06-15 15:27:38 CST,11/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.946 CST,"raingage","benchmark",34058,"127.0.0.1:39656",666d426a.850a,1,"BEGIN",2024-06-15 15:27:38 CST,16/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.947 CST,"raingage","benchmark",34066,"127.0.0.1:39672",666d426a.8512,1,"BEGIN",2024-06-15 15:27:38 CST,24/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 15:27:38.947 CST,"raingage","benchmark",34070,"127.0.0.1:39680",666d426a.8516,1,"BEGIN",2024-06-15 15:27:38 CST,28/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
