2024-06-15 17:47:52.254 CST,"raingage","benchmark",53904,"127.0.0.1:40034",666d6348.d290,1,"BEGIN",2024-06-15 17:47:52 CST,9/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.256 CST,"raingage","benchmark",53907,"127.0.0.1:40040",666d6348.d293,1,"BEGIN",2024-06-15 17:47:52 CST,12/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.256 CST,"raingage","benchmark",53899,"127.0.0.1:40024",666d6348.d28b,1,"BEGIN",2024-06-15 17:47:52 CST,4/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.259 CST,"raingage","benchmark",53905,"127.0.0.1:40036",666d6348.d291,1,"BEGIN",2024-06-15 17:47:52 CST,10/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.262 CST,"raingage","benchmark",53900,"127.0.0.1:40026",666d6348.d28c,1,"BEGIN",2024-06-15 17:47:52 CST,5/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.263 CST,"raingage","benchmark",53906,"127.0.0.1:40038",666d6348.d292,1,"BEGIN",2024-06-15 17:47:52 CST,11/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.266 CST,"raingage","benchmark",53901,"127.0.0.1:40028",666d6348.d28d,1,"BEGIN",2024-06-15 17:47:52 CST,6/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.266 CST,"raingage","benchmark",53903,"127.0.0.1:40032",666d6348.d28f,1,"BEGIN",2024-06-15 17:47:52 CST,8/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.267 CST,"raingage","benchmark",53912,"127.0.0.1:40050",666d6348.d298,1,"BEGIN",2024-06-15 17:47:52 CST,17/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.269 CST,"raingage","benchmark",53911,"127.0.0.1:40048",666d6348.d297,1,"BEGIN",2024-06-15 17:47:52 CST,16/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.270 CST,"raingage","benchmark",53913,"127.0.0.1:40052",666d6348.d299,1,"BEGIN",2024-06-15 17:47:52 CST,18/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.270 CST,"raingage","benchmark",53909,"127.0.0.1:40044",666d6348.d295,1,"BEGIN",2024-06-15 17:47:52 CST,14/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.271 CST,"raingage","benchmark",53907,"127.0.0.1:40040",666d6348.d293,2,"SELECT",2024-06-15 17:47:52 CST,12/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 17:47:52.271 CST,"raingage","benchmark",53910,"127.0.0.1:40046",666d6348.d296,1,"BEGIN",2024-06-15 17:47:52 CST,15/2,0,LOG,00000,"execute <unnamed>: BEGIN",,,,,,,,,"","client backend"
2024-06-15 17:47:52.272 CST,"raingage","benchmark",53899,"127.0.0.1:40024",666d6348.d28b,2,"SELECT",2024-06-15 17:47:52 CST,4/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-15 17:47:52.272 CST,"raingage","benchmark",53904,"127.0.0.1:40034",666d6348.d290,2,"SELECT",2024-06-15 17:47:52 CST,9/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 17:47:52.276 CST,"raingage","benchmark",53905,"127.0.0.1:40036",666d6348.d291,2,"SELECT",2024-06-15 17:47:52 CST,10/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 17:47:52.280 CST,"raingage","benchmark",53900,"127.0.0.1:40026",666d6348.d28c,2,"SELECT",2024-06-15 17:47:52 CST,5/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-15 17:47:52.283 CST,"raingage","benchmark",53901,"127.0.0.1:40028",666d6348.d28d,2,"SELECT",2024-06-15 17:47:52 CST,6/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-15 17:47:52.283 CST,"raingage","benchmark",53911,"127.0.0.1:40048",666d6348.d297,2,"SELECT",2024-06-15 17:47:52 CST,16/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-15 17:47:52.283 CST,"raingage","benchmark",53909,"127.0.0.1:40044",666d6348.d295,2,"SELECT",2024-06-15 17:47:52 CST,14/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 17:47:52.284 CST,"raingage","benchmark",53906,"127.0.0.1:40038",666d6348.d292,2,"SELECT",2024-06-15 17:47:52 CST,11/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 17:47:52.285 CST,"raingage","benchmark",53903,"127.0.0.1:40032",666d6348.d28f,2,"SELECT",2024-06-15 17:47:52 CST,8/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '2'",,,,,,,,"","client backend"
2024-06-15 17:47:52.286 CST,"raingage","benchmark",53912,"127.0.0.1:40050",666d6348.d298,2,"SELECT",2024-06-15 17:47:52 CST,17/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-15 17:47:52.287 CST,"raingage","benchmark",53913,"127.0.0.1:40052",666d6348.d299,2,"SELECT",2024-06-15 17:47:52 CST,18/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
2024-06-15 17:47:52.288 CST,"raingage","benchmark",53910,"127.0.0.1:40046",666d6348.d296,2,"SELECT",2024-06-15 17:47:52 CST,15/2,0,LOG,00000,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2 ","parameters: $1 = '1', $2 = '1'",,,,,,,,"","client backend"
